job_title,industry,job_description,skills_required,experience_required,job_description_clean,skills_required_list
ML Engineer,Data,"ML Engineer role in Data requiring skills: PyTorch, Excel, NLP, Statistics, PowerBI with 8+ years experience.","PyTorch, Excel, NLP, Statistics, PowerBI",8,"ml engineer role in data requiring skills pytorch, excel, nlp, statistics, powerbi with 8 years experience","['PyTorch', 'Excel', 'NLP', 'Statistics', 'PowerBI']"
Marketing Manager,Marketing,"Marketing Manager role in Marketing requiring skills: Excel, PPC, Google Analytics, Content Marketing, Brand Management, Email Marketing, Social Media with 7+ years experience.","Excel, PPC, Google Analytics, Content Marketing, Brand Management, Email Marketing, Social Media",7,"marketing manager role in marketing requiring skills excel, ppc, google analytics, content marketing, brand management, email marketing, social media with 7 years experience","['Excel', 'PPC', 'Google Analytics', 'Content Marketing', 'Brand Management', 'Email Marketing', 'Social Media']"
Cloud Engineer,Technology,"Cloud Engineer role in Technology requiring skills: Kubernetes, Linux, Java, C++ with 2+ years experience.","Kubernetes, Linux, Java, C++",2,"cloud engineer role in technology requiring skills kubernetes, linux, java, c with 2 years experience","['Kubernetes', 'Linux', 'Java', 'C++']"
Financial Analyst,Finance,"Financial Analyst role in Finance requiring skills: SQL, Excel, Taxation, Financial Analysis, Accounting, Risk Management, Budgeting with 5+ years experience.","SQL, Excel, Taxation, Financial Analysis, Accounting, Risk Management, Budgeting",5,"financial analyst role in finance requiring skills sql, excel, taxation, financial analysis, accounting, risk management, budgeting with 5 years experience","['SQL', 'Excel', 'Taxation', 'Financial Analysis', 'Accounting', 'Risk Management', 'Budgeting']"
AI Researcher,Data,"AI Researcher role in Data requiring skills: Pandas, Big Data, Python, Machine Learning, Statistics with 7+ years experience.","Pandas, Big Data, Python, Machine Learning, Statistics",7,"ai researcher role in data requiring skills pandas, big data, python, machine learning, statistics with 7 years experience","['Pandas', 'Big Data', 'Python', 'Machine Learning', 'Statistics']"
Marketing Manager,Marketing,"Marketing Manager role in Marketing requiring skills: Brand Management, Google Analytics, Social Media, PPC, Excel with 3+ years experience.","Brand Management, Google Analytics, Social Media, PPC, Excel",3,"marketing manager role in marketing requiring skills brand management, google analytics, social media, ppc, excel with 3 years experience","['Brand Management', 'Google Analytics', 'Social Media', 'PPC', 'Excel']"
Nurse,Healthcare,"Nurse role in Healthcare requiring skills: Python, Clinical Data Analysis, Patient Care with 10+ years experience.","Python, Clinical Data Analysis, Patient Care",10,"nurse role in healthcare requiring skills python, clinical data analysis, patient care with 10 years experience","['Python', 'Clinical Data Analysis', 'Patient Care']"
DevOps Engineer,Technology,"DevOps Engineer role in Technology requiring skills: Agile, Kubernetes, Docker, Git, Linux, CI/CD with 7+ years experience.","Agile, Kubernetes, Docker, Git, Linux, CI/CD",7,"devops engineer role in technology requiring skills agile, kubernetes, docker, git, linux, cicd with 7 years experience","['Agile', 'Kubernetes', 'Docker', 'Git', 'Linux', 'CI/CD']"
Logistics Coordinator,Operations,"Logistics Coordinator role in Operations requiring skills: Project Management, Supply Chain, Process Improvement, Excel, Agile, Logistics, Lean Six Sigma with 10+ years experience.","Project Management, Supply Chain, Process Improvement, Excel, Agile, Logistics, Lean Six Sigma",10,"logistics coordinator role in operations requiring skills project management, supply chain, process improvement, excel, agile, logistics, lean six sigma with 10 years experience","['Project Management', 'Supply Chain', 'Process Improvement', 'Excel', 'Agile', 'Logistics', 'Lean Six Sigma']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: Excel, Risk Management, Accounting with 10+ years experience.","Excel, Risk Management, Accounting",10,"risk analyst role in finance requiring skills excel, risk management, accounting with 10 years experience","['Excel', 'Risk Management', 'Accounting']"
Data Engineer,Data,"Data Engineer role in Data requiring skills: Machine Learning, PyTorch, Excel, Big Data, Deep Learning, Pandas, R with 5+ years experience.","Machine Learning, PyTorch, Excel, Big Data, Deep Learning, Pandas, R",5,"data engineer role in data requiring skills machine learning, pytorch, excel, big data, deep learning, pandas, r with 5 years experience","['Machine Learning', 'PyTorch', 'Excel', 'Big Data', 'Deep Learning', 'Pandas', 'R']"
SEO Specialist,Marketing,"SEO Specialist role in Marketing requiring skills: Brand Management, Social Media, Marketing Strategy, Google Analytics, SEO, Content Marketing with 3+ years experience.","Brand Management, Social Media, Marketing Strategy, Google Analytics, SEO, Content Marketing",3,"seo specialist role in marketing requiring skills brand management, social media, marketing strategy, google analytics, seo, content marketing with 3 years experience","['Brand Management', 'Social Media', 'Marketing Strategy', 'Google Analytics', 'SEO', 'Content Marketing']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: PyTorch, Excel, PowerBI with 9+ years experience.","PyTorch, Excel, PowerBI",9,"data analyst role in data requiring skills pytorch, excel, powerbi with 9 years experience","['PyTorch', 'Excel', 'PowerBI']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: Statistics, NLP, SQL, Pandas, Spark, Tableau with 8+ years experience.","Statistics, NLP, SQL, Pandas, Spark, Tableau",8,"data analyst role in data requiring skills statistics, nlp, sql, pandas, spark, tableau with 8 years experience","['Statistics', 'NLP', 'SQL', 'Pandas', 'Spark', 'Tableau']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Sales Strategy, Presentation Skills, Negotiation, Business Development, CRM, Excel, Lead Generation with 3+ years experience.","Sales Strategy, Presentation Skills, Negotiation, Business Development, CRM, Excel, Lead Generation",3,"account executive role in sales requiring skills sales strategy, presentation skills, negotiation, business development, crm, excel, lead generation with 3 years experience","['Sales Strategy', 'Presentation Skills', 'Negotiation', 'Business Development', 'CRM', 'Excel', 'Lead Generation']"
Business Development Manager,Sales,"Business Development Manager role in Sales requiring skills: Lead Generation, Negotiation, Excel, Presentation Skills, Business Development with 3+ years experience.","Lead Generation, Negotiation, Excel, Presentation Skills, Business Development",3,"business development manager role in sales requiring skills lead generation, negotiation, excel, presentation skills, business development with 3 years experience","['Lead Generation', 'Negotiation', 'Excel', 'Presentation Skills', 'Business Development']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: PyTorch, Machine Learning, Statistics, Big Data, Pandas, Python with 8+ years experience.","PyTorch, Machine Learning, Statistics, Big Data, Pandas, Python",8,"data analyst role in data requiring skills pytorch, machine learning, statistics, big data, pandas, python with 8 years experience","['PyTorch', 'Machine Learning', 'Statistics', 'Big Data', 'Pandas', 'Python']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: Big Data, PowerBI, Deep Learning, NLP with 2+ years experience.","Big Data, PowerBI, Deep Learning, NLP",2,"data analyst role in data requiring skills big data, powerbi, deep learning, nlp with 2 years experience","['Big Data', 'PowerBI', 'Deep Learning', 'NLP']"
Electrical Engineer,Engineering,"Electrical Engineer role in Engineering requiring skills: SolidWorks, PLC Programming, MATLAB, AutoCAD, CAD with 7+ years experience.","SolidWorks, PLC Programming, MATLAB, AutoCAD, CAD",7,"electrical engineer role in engineering requiring skills solidworks, plc programming, matlab, autocad, cad with 7 years experience","['SolidWorks', 'PLC Programming', 'MATLAB', 'AutoCAD', 'CAD']"
Cloud Engineer,Technology,"Cloud Engineer role in Technology requiring skills: SQL, Kubernetes, CI/CD, C++, React, Java, Cloud with 3+ years experience.","SQL, Kubernetes, CI/CD, C++, React, Java, Cloud",3,"cloud engineer role in technology requiring skills sql, kubernetes, cicd, c, react, java, cloud with 3 years experience","['SQL', 'Kubernetes', 'CI/CD', 'C++', 'React', 'Java', 'Cloud']"
Biostatistician,Healthcare,"Biostatistician role in Healthcare requiring skills: Clinical Data Analysis, Python, Research, Medical Terminology, Patient Care with 6+ years experience.","Clinical Data Analysis, Python, Research, Medical Terminology, Patient Care",6,"biostatistician role in healthcare requiring skills clinical data analysis, python, research, medical terminology, patient care with 6 years experience","['Clinical Data Analysis', 'Python', 'Research', 'Medical Terminology', 'Patient Care']"
Electrical Engineer,Engineering,"Electrical Engineer role in Engineering requiring skills: SolidWorks, AutoCAD, CAD, C++, Robotics, Python, MATLAB with 7+ years experience.","SolidWorks, AutoCAD, CAD, C++, Robotics, Python, MATLAB",7,"electrical engineer role in engineering requiring skills solidworks, autocad, cad, c, robotics, python, matlab with 7 years experience","['SolidWorks', 'AutoCAD', 'CAD', 'C++', 'Robotics', 'Python', 'MATLAB']"
Mechanical Engineer,Engineering,"Mechanical Engineer role in Engineering requiring skills: PLC Programming, CAD, Project Management, MATLAB, Python with 9+ years experience.","PLC Programming, CAD, Project Management, MATLAB, Python",9,"mechanical engineer role in engineering requiring skills plc programming, cad, project management, matlab, python with 9 years experience","['PLC Programming', 'CAD', 'Project Management', 'MATLAB', 'Python']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Presentation Skills, Business Development, Lead Generation, Excel, Negotiation, CRM with 7+ years experience.","Presentation Skills, Business Development, Lead Generation, Excel, Negotiation, CRM",7,"account executive role in sales requiring skills presentation skills, business development, lead generation, excel, negotiation, crm with 7 years experience","['Presentation Skills', 'Business Development', 'Lead Generation', 'Excel', 'Negotiation', 'CRM']"
